cnpj_estabelecimento,cbo_2002,cbo_titulo,sexo,raca_cor,salario_contratual_mensal,remuneracao_total_mensal,data_competencia
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5481.63,5642.74,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5481.63,5469.53,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5481.63,5846.67,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5481.63,5771.45,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5481.63,5713.98,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5481.63,5643.63,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,5015.39,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,5018.44,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,5040.13,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,4889.01,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,5085.64,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,4783.51,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,5171.25,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,4554.1,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,4908.32,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,4821.5,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,5105.68,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,4755.25,4781.14,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7999.46,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7268.11,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,8044.35,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7701,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7610.34,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7698.34,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,8080,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7797.69,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7118.47,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7863.11,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7654.02,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,7241.59,7252.38,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6267.94,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,5922.37,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6166.4,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6175.53,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6021,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6248.15,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,5955.58,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6168.16,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6038.72,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6102.63,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6471.68,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,5842.52,6154.28,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,6816.11,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7011.1,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,6880.05,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7039.99,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7067.21,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7051.74,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7051.51,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,6925.23,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7124.95,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7247.18,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,6909.96,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,6699.68,7022.93,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4378.33,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4527.32,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4505.54,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4279.58,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4379.79,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4184.18,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4250.18,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4372.63,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4449.42,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4489.93,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4331.94,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4162.62,4201.8,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6268.5,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6167.57,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6273.29,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6226.57,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6324.96,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6314.14,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6347.61,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6116.9,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6374.51,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6109.13,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6213.25,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5903.06,6527.71,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4867.14,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4657.49,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,5023.19,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4955.69,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4975.01,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4845.17,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4865.62,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4785.94,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4721.67,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,5028.64,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4767.31,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4588.59,4751.85,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5627.47,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,6002.97,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5842.7,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5639.78,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5692.26,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5782.82,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5842.75,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5437.43,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5846.87,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5664.19,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5587.97,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5428.28,5636.13,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6871.43,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,7056.98,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6747.79,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6826.31,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6563.11,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6813.72,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6877.32,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6433.71,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6620.92,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6871.21,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6381.71,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,6399.42,6647.61,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7521.07,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7037.01,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7310.37,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7405.75,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7582.27,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7124.01,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7628.56,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7458.74,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7647.01,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7639.91,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7466.16,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7042.06,7496.78,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,5956.56,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6026.28,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6088.03,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6205.75,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6435.2,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,5948.68,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6210.77,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6031.45,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,5989.1,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6532.57,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6285.72,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,5969.59,6560.91,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,7120.71,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6706.36,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6522.7,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,7295.06,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6807.98,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6662.45,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,7023.7,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6914.55,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6755.56,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6819.61,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6919.43,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,6559.7,6902.24,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4840.5,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4690.37,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4691.76,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4819.53,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4780.59,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4886.36,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4704.39,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4724.91,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4581.72,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4941.18,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4549.53,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,4512.59,4765.57,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4727.89,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4898.29,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4954.71,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4624.29,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4822.29,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4608.02,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,5046.18,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4790.1,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4632.99,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,4754.23,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,5033.29,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4620.5,5057.72,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,5192.12,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,4897.95,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,4988.43,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,5244.25,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,4905.51,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,4962.32,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,4873.69,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,4843.6,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,5182.9,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,5100.51,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,5074.6,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,parda,4771.65,5093.21,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4468.12,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4528.78,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4340.54,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4299.16,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4214.44,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4475.69,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4277.56,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4156.04,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4308.09,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4344.45,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4444.7,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,4134.7,4465.94,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8122.33,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8105.92,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8217.81,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8008.46,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8269.59,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8404.9,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8305.76,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,7913.2,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8013.05,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7900.56,8600.36,2025-06
